lat,lon,size,date_time,en_type,image_taken
46.747082, -117.162204,9.768037796020508,2019-12-19 19:11:03.525307,1,False
46.746648, -117.161978,9.493735313415527,2019-12-19 19:11:03.812217,1,False
46.745964, -117.161689,9.333111763000488,2019-12-19 19:11:04.098077,1,False
